security_no,symbol,isin,isin_derived,isin_matches_derived,name_en,name_he,symbol_he,sub_type,issuer_id,yahoo_ticker
1146794,KSM.F134,IL0011467946,IL0011467946,True,KSM ETF (4D) S&P Consumer Discretionary,קסם S&P Consumer Discretionary (4D) ETF,קסם.ס134,ETF Fund - Equity,1733,KSM-F134.TA
1146810,KSM.F139,IL0011468100,IL0011468100,True,KSM ETF (4A) DJ Internet Composite Currency Hedged,"קסם DJ Internet Composite (4A) ETF מנוטרלת מט""ח",קסם.ס139,ETF Fund - Equity,1733,KSM-F139.TA
1146828,KSM.F140,IL0011468282,IL0011468282,True,KSM ETF (4A) Composite MidCap Equity Monthly Currency Hedged,"קסם 4A) ETF) משולבת מניות MidCap מפותחות חודשי מנוטרלת מט""ח",קסם.ס140,ETF Fund - Equity,1733,KSM-F140.TA
1146885,KSM.F103,IL0011468852,IL0011468852,True,KSM ETF (4A) TA-Oil&Gas IL,"קסם 4A) ETF) ת""א נפט וגז",קסם.ס103,ETF Fund - Equity,1733,KSM-F103.TA
1146919,KSM.F106,IL0011469199,IL0011469199,True,KSM ETF (0D) iBoxx US Liquid Investment Grade Top 30,קסם iBoxx US Liquid Investment Grade Top 30 (0D) ETF,קסם.ס106,ETF - Bonds,1733,KSM-F106.TA
1146927,KSM.F107,IL0011469272,IL0011469272,True,KSM ETF (00) Tel Bond-CPI Linked IL,קסם ETFי (00) תל בונד צמודות,קסם.ס107,ETF - Bonds,1733,KSM-F107.TA
1146935,KSM.F108,IL0011469355,IL0011469355,True,KSM ETF (00) Tel Bond-CPI Linked SmallCap IL,קסם ETFי (00) תל בונד צמודות-יתר,קסם.ס108,ETF - Bonds,1733,KSM-F108.TA
1146943,KSM.F109,IL0011469439,IL0011469439,True,KSM ETF (4D) S&P Homebuilders,קסם S&P Homebuilders (4D) ETF,קסם.ס109,ETF Fund - Equity,1733,KSM-F109.TA
1146950,KSM.F110,IL0011469504,IL0011469504,True,KSM ETF (00)(!) Tel Bond-Yields CPI Linked IL,קסם ETFי (00)(!) תל בונד-תשואות צמודות,קסם.ס110,ETF - Bonds,1733,KSM-F110.TA
1146968,KSM.F111,IL0011469686,IL0011469686,True,KSM ETF (6D) Leveraged S&P 500 x3 Monthly,קסם 6D) ETF) ממונפת S&P 500 פי 3 חודשי,קסם.ס111,ETF Fund - Equity,1733,KSM-F111.TA
1146976,KSM.F112,IL0011469769,IL0011469769,True,KSM ETF (6D) Leveraged NASDAQ 100 x3 Monthly,קסם 6D) ETF) ממונפת NASDAQ 100 פי 3 חודשי,קסם.ס112,ETF Fund - Equity,1733,KSM-F112.TA
1146984,KSM.F113,IL0011469843,IL0011469843,True,KSM ETF (6D) Leveraged DAX x3 Monthly,קסם 6D) ETF) ממונפת DAX פי 3 חודשי,קסם.ס113,ETF Fund - Equity,1733,KSM-F113.TA
1146992,KSM.F114,IL0011469926,IL0011469926,True,KSM ETF (6D) Short Leveraged S&P 500 x2 Monthly,קסם 6D) ETF) ממונפת בחסר S&P 500 פי 2 חודשי,קסם.ס114,ETF Fund - Equity,1733,KSM-F114.TA
1147008,KSM.F115,IL0011470080,IL0011470080,True,KSM ETF (6D) Short Leveraged NASDAQ 100 x2 Monthly,קסם 6D) ETF) ממונפת בחסר NASDAQ 100 פי 2 חודשי,קסם.ס115,ETF Fund - Equity,1733,KSM-F115.TA
1147016,KSM.F116,IL0011470163,IL0011470163,True,KSM ETF (6D) Short Leveraged DAX x2 Monthly,קסם 6D) ETF) ממונפת בחסר DAX פי 2 חודשי,קסם.ס116,ETF Fund - Equity,1733,KSM-F116.TA
1147024,KSM.F117,IL0011470247,IL0011470247,True,KSM ETF (4A) S&P SmallCap 600 Currency Hedged,"קסם S&P SmallCap 600 (4A) ETF מנוטרלת מט""ח",קסם.ס117,ETF Fund - Equity,1733,KSM-F117.TA
1147032,KSM.F118,IL0011470320,IL0011470320,True,KSM ETF (4D) Morningstar Wide Moat Focus,קסם Morningstar Wide Moat Focus (4D) ETF,קסם.ס118,ETF Fund - Equity,1733,KSM-F118.TA
1147040,KSM.F119,IL0011470403,IL0011470403,True,KSM ETF (4A) Composite US Equity Monthly Currency Hedged,"קסם 4A) ETF) משולבת מניות ארהב חודשי מנוטרלת מט""ח",קסם.ס119,ETF Fund - Equity,1733,KSM-F119.TA
1147057,KSM.F141,IL0011470577,IL0011470577,True,KSM ETF (2A) Comp Tel-Gov (55%) Cor Bond (30%) Equity (15%) Monthly CurrHedged,"קסם 2A) ETF) משולבת תל גוב-כללי(55%) קונצרני(30%) ומניות(15%) חודשי מנוטרלת מט""ח",קסם.ס141,ETF - Bonds,1733,KSM-F141.TA
1147065,KSM.F142,IL0011470650,IL0011470650,True,KSM ETF (4D) S&P 500 Low Volatility High Dividend,קסם S&P 500 Low Volatility High Dividend (4D) ETF,קסם.ס142,ETF Fund - Equity,1733,KSM-F142.TA
1147073,KSM.F143,IL0011470734,IL0011470734,True,KSM ETF (4A) MSCI World Dollar Hedged,קסם MSCI World (4A) ETF מנוטרלת דולר,קסם.ס143,ETF Fund - Equity,1733,KSM-F143.TA
1147081,KSM.F144,IL0011470817,IL0011470817,True,KSM ETF (0A) Tel Bond-Composite IL,קסם 0A) ETF) תל בונד מאגר,קסם.ס144,ETF - Bonds,1733,KSM-F144.TA
1147099,KSM.F136,IL0011470999,IL0011470999,True,KSM ETF (4A) FTSE 250 Currency Hedged,"קסם FTSE 250 (4A) ETF מנוטרלת מט""ח",קסם.ס136,ETF Fund - Equity,1733,KSM-F136.TA
1147107,KSM.F145,IL0011471070,IL0011471070,True,KSM ETF (4A) DJ US Dividend Currency Hedged,"קסם DJ US Dividend (4A) ETF מנוטרלת מט""ח",קסם.ס145,ETF Fund - Equity,1733,KSM-F145.TA
1147131,KSM.F148,IL0011471310,IL0011471310,True,KSM ETF (00)(!) Short Tel Bond-Yields CPI Linked (742.24) IL,קסם ETFי (00)(!) חסר תל בונד- תשואות צמודות (742.24),קסם.ס148,ETF - Bonds,1733,KSM-F148.TA
1147156,KSM.F150,IL0011471567,IL0011471567,True,KSM ETF (4D) Composite US Equity Monthly,קסם 4D) ETF) משולבת מניות ארהב חודשי,קסם.ס150,ETF Fund - Equity,1733,KSM-F150.TA
1147172,KSM.F152,IL0011471724,IL0011471724,True,KSM ETF (4D) S&P Health Care,קסם S&P Health Care (4D) ETF,קסם.ס152,ETF Fund - Equity,1733,KSM-F152.TA
1147198,KSM.F154,IL0011471989,IL0011471989,True,KSM ETF (00) All-Bond Floating Shekel IL,קסם ETFי (00) All-Bond ריבית משתנה שקלי,קסם.ס154,ETF - Bonds,1733,KSM-F154.TA
1147214,KSM.F156,IL0011472144,IL0011472144,True,KSM ETF (4D) Composite US S&P Sector Equity Monthly,קסם 4D) ETF) משולבת מניות סקטורים ארהב S&P חודשי,קסם.ס156,ETF Fund - Equity,1733,KSM-F156.TA
1147230,KSM.F158,IL0011472300,IL0011472300,True,KSM ETF (4D) S&P Technology,קסם S&P Technology (4D) ETF,קסם.ס158,ETF Fund - Equity,1733,KSM-F158.TA
1147263,KSM.F161,IL0011472631,IL0011472631,True,KSM ETF (0A) iBoxx $ Corps Liquid 3-7 Years Currency Hedged,"קסם iBoxx $ Corps Liquid 3-7 Years (0A) ETF מנוטרלת מט""ח",קסם.ס161,ETF - Bonds,1733,KSM-F161.TA
1147271,KSM.F162,IL0011472714,IL0011472714,True,KSM ETF (4D) Bluestar Israel Global Technology,קסם Bluestar Israel Global Technology (4D) ETF,קסם.ס162,ETF Fund - Equity,1733,KSM-F162.TA
1147297,KSM.F164,IL0011472979,IL0011472979,True,KSM ETF (0D) iBoxx $ Corps Liquid 3-7 Years,קסם iBoxx $ Corps Liquid 3-7 Years (0D) ETF,קסם.ס164,ETF - Bonds,1733,KSM-F164.TA
1147347,KSM.F169,IL0011473472,IL0011473472,True,(KSM ETF (6A) Short TA-SME60 IL (1913.2,"קסם ETF י(6A) חסר ת""א SME60י (1913.2)",קסם.ס169,ETF Fund - Equity,1733,KSM-F169.TA
1147362,KSM.F171,IL0011473621,IL0011473621,True,KSM ETF (4A) MSCI AC World Dollar Hedged,קסם MSCI AC World (4A) ETF מנוטרלת דולר,קסם.ס171,ETF Fund - Equity,1733,KSM-F171.TA
1147396,KSM.F174,IL0011473969,IL0011473969,True,KSM ETF (00) Tel Bond-Shekel 3-5 IL,קסם ETFי (00) תל בונד שקלי 3-5,קסם.ס174,ETF - Bonds,1733,KSM-F174.TA
1147479,TOEN.B1,IL0011474793,IL0011474793,True,TOMER ENERGY B1,תומר אנרגיהאגחא,תמאנ.ק1,Corporate Bonds,1609,TOEN-B1.TA
1147487,GLRS,IL0011474876,IL0011474876,True,GLOBRANDS,גלוברנדס,גלרס,Shares,1741,GLRS.TA
1147503,INGL.B4,IL0011475030,IL0011475030,True,IS GAS LINES B4,נתיבי גז אגח ד,נתגז.ק4,Corporate Bonds,1418,INGL-B4.TA
1147529,KSM.F133,IL0011475295,IL0011475295,True,KSM ETF (4D) S&P Industrial,קסם S&P Industrial (4D) ETF,קסם.ס133,ETF Fund - Equity,1733,KSM-F133.TA
1147545,KSM.F138,IL0011475451,IL0011475451,True,KSM ETF (4A) FTSE 100 Currency Hedged,"קסם FTSE 100 (4A) ETF מנוטרלת מט""ח",קסם.ס138,ETF Fund - Equity,1733,KSM-F138.TA
1147602,MGOR.B8,IL0011476020,IL0011476020,True,MEGA OR B8,מגה אור אגח ח,מגאר.ק8,Corporate Bonds,1450,MGOR-B8.TA
1147685,CRML,IL0011476855,IL0011476855,True,CARMEL CORP,כרמל קורפ,כרמל,Shares,1748,CRML.TA
1147750,RTEN,IL0011477507,IL0011477507,True,ROTEM EN REM PU,רותם אנרגיה יהש,רתאנ,Participating unit ,1693,RTEN.TA
1147875,IBI.F61,IL0011478752,IL0011478752,True,I.B.I. SAL (4D) LBMA Gold Price AM,אי.בי.אי. סל (4D)י LBMA Gold Price AM,אבא.ס61,ETF - Bonds,1750,IBI-F61.TA
1147966,IBI.F62,IL0011479669,IL0011479669,True,I.B.I. SAL (0D) iBoxx US Liquid Investment Grade Top 30,אי.בי.אי. סל (0D)י iBoxx US Liquid Investment Grade Top 30,אבא.ס62,ETF - Bonds,1750,IBI-F62.TA
1147974,IBI.F13,IL0011479743,IL0011479743,True,I.B.I. SAL (00) Tel-Bond 40 CPI - LINKED IL,אי.בי.אי. סל (00) תל בונד 40 צמודות,אבא.ס13,ETF - Bonds,1750,IBI-F13.TA
1148006,IBI.F14,IL0011480063,IL0011480063,True,I.B.I. SAL (00) Tel-Bond 60 CPI - LINKED IL,אי.בי.אי. סל (00) תל בונד 60 צמודות,אבא.ס14,ETF - Bonds,1750,IBI-F14.TA
1148048,IBI.F16,IL0011480485,IL0011480485,True,I.B.I. SAL (00) Tel Bond-CPI Linked IL,אי.בי.אי. סל (00) תל בונד צמודות,אבא.ס16,ETF - Bonds,1750,IBI-F16.TA
1148162,IBI.F65,IL0011481624,IL0011481624,True,I.B.I. SAL (4D) S&P 500,אי.בי.אי. סל (4D)י S&P 500,אבא.ס65,ETF Fund - Equity,1750,IBI-F65.TA
1148212,IBI.F126,IL0011482127,IL0011482127,True,I.B.I. SAL (4A) S&P Health Care Currency-Hedged,"אי.בי.אי. סל (4A)י S&P Health Care מנוטרלת מט""ח",אבא.ס126,ETF Fund - Equity,1750,IBI-F126.TA
1148477,IBI.F22,IL0011484776,IL0011484776,True,I.B.I. SAL (00) Tel Bond-CPI Linked A IL,אי.בי.אי. סל (00) תל בונד צמודות A,אבא.ס22,ETF - Bonds,1750,IBI-F22.TA
1148774,IBI.F35,IL0011487746,IL0011487746,True,I.B.I. SAL (4A) Index Israel Banks IL,אי.בי.אי. סל (4A) אינדקס בנקים ישראל,אבא.ס35,ETF Fund - Equity,1750,IBI-F35.TA
1148808,IBI.F42,IL0011488082,IL0011488082,True,I.B.I. SAL (4A) TA-125 IL,"אי.בי.אי. סל (4A) ת""א 125",אבא.ס42,ETF Fund - Equity,1750,IBI-F42.TA
1148899,HRL.F2,IL0011488991,IL0011488991,True,Harel Sal (4A) TA 125 IL,"הראל סל (4A) ת""א 125",הרל.ס2,ETF Fund - Equity,1747,HRL-F2.TA
1148907,HRL.F7,IL0011489072,IL0011489072,True,Harel Sal (4A) TA 35 IL,"הראל סל (4A) ת""א 35",הרל.ס7,ETF Fund - Equity,1747,HRL-F7.TA
1148931,HRL.F11,IL0011489312,IL0011489312,True,Harel Sal (4A) TA 90 IL,"הראל סל (4A) ת""א 90",הרל.ס11,ETF Fund - Equity,1747,HRL-F11.TA
1148949,HRL.F12,IL0011489494,IL0011489494,True,Harel Sal (4A) Index Israel Banks IL,הראל סל (4A) אינדקס בנקים ישראל,הרל.ס12,ETF Fund - Equity,1747,HRL-F12.TA
1148956,HRL.F14,IL0011489569,IL0011489569,True,Harel Sal (4A) TA-SME60 IL,"הראל סל (4A) ת""א SME60",הרל.ס14,ETF Fund - Equity,1747,HRL-F14.TA
1148964,HRL.F15,IL0011489643,IL0011489643,True,Harel Sal (4A) TA-RealEstate IL,"הראל סל (4A) ת""א נדל""ן",הרל.ס15,ETF Fund - Equity,1747,HRL-F15.TA
1148980,HRL.F16,IL0011489809,IL0011489809,True,Harel Sal (4A) TA-Finance IL,"הראל סל (4A) ת""א פיננסים",הרל.ס16,ETF Fund - Equity,1747,HRL-F16.TA
1149020,HRL.F25,IL0011490203,IL0011490203,True,Harel Sal (4D) S&P 500,הראל סל (4D) ‏S&P 500,הרל.ס25,ETF Fund - Equity,1747,HRL-F25.TA
1149038,HRL.F26,IL0011490385,IL0011490385,True,Harel Sal (4D) NASDAQ 100,הראל סל (4D) ‏NASDAQ 100,הרל.ס26,ETF Fund - Equity,1747,HRL-F26.TA
1149053,HRL.F28,IL0011490534,IL0011490534,True,Harel Sal (4D) DAX,הראל סל (4D) ‏DAX,הרל.ס28,ETF Fund - Equity,1747,HRL-F28.TA
1149103,HRL.F49,IL0011491037,IL0011491037,True,Harel Sal (4A) NASDAQ 100 Currency-Hedged,"הראל סל (4A) ‏NASDAQ 100 מנוטרלת מט""ח",הרל.ס49,ETF Fund - Equity,1747,HRL-F49.TA
1149137,HRL.F50,IL0011491375,IL0011491375,True,Harel Sal (4A) S&P 500 Currency-Hedged,"הראל סל (4A) ‏S&P 500 מנוטרלת מט""ח",הרל.ס50,ETF Fund - Equity,1747,HRL-F50.TA
1149160,HRL.F53,IL0011491607,IL0011491607,True,Harel Sal (4A) DAX Currency-Hedged,"הראל סל (4A) ‏DAX מנוטרלת מט""ח",הרל.ס53,ETF Fund - Equity,1747,HRL-F53.TA
1149228,HRL.F64,IL0011492282,IL0011492282,True,Harel Sal (4D) DJ Industrial Average,הראל סל (4D) ‏DJ Industrial Average,הרל.ס64,ETF Fund - Equity,1747,HRL-F64.TA
1149236,IBI.F161,IL0011492365,IL0011492365,True,I.B.I. SAL (6A) Short TA-90 (6582.848) IL,"אי.בי.אי. סל (6A) חסר ת""א 90 (6582.848)",אבא.ס161,ETF Fund - Equity,1750,IBI-F161.TA
1149244,HRL.F65,IL0011492449,IL0011492449,True,Harel Sal (4D) EURO STOXX 50,הראל סל (4D) ‏EURO STOXX 50,הרל.ס65,ETF Fund - Equity,1747,HRL-F65.TA
1149251,HRL.F67,IL0011492514,IL0011492514,True,Harel Sal (4A) NIKKEI 225 Currency-Hedged,"הראל סל (4A) ‏NIKKEI 225 מנוטרלת מט""ח",הרל.ס67,ETF Fund - Equity,1747,HRL-F67.TA
1149285,HRL.F68,IL0011492852,IL0011492852,True,Harel Sal (4D) S&P Industrial,הראל סל (4D) ‏S&P Industrial,הרל.ס68,ETF Fund - Equity,1747,HRL-F68.TA
1149301,HRL.F72,IL0011493017,IL0011493017,True,Harel Sal (4D) MSCI Emerging Markets,הראל סל (4D) ‏MSCI Emerging Markets,הרל.ס72,ETF Fund - Equity,1747,HRL-F72.TA
1149335,HRL.F73,IL0011493355,IL0011493355,True,Harel Sal (4D) MSCI AC World,הראל סל (4D) ‏MSCI AC World,הרל.ס73,ETF Fund - Equity,1747,HRL-F73.TA
1149772,IBI.F106,IL0011497729,IL0011497729,True,I.B.I. SAL (4D) MSCI AC World,אי.בי.אי. סל (4D)י MSCI AC World,אבא.ס106,ETF Fund - Equity,1750,IBI-F106.TA
1149830,IBI.F112,IL0011498305,IL0011498305,True,I.B.I. SAL (4A) DAX Currency-Hedged,"אי.בי.אי. סל (4A)י DAX מנוטרלת מט""ח",אבא.ס112,ETF Fund - Equity,1750,IBI-F112.TA
1149848,HRL.F74,IL0011498487,IL0011498487,True,Harel Sal (4D) S&P Health Care,הראל סל (4D) ‏S&P Health Care,הרל.ס74,ETF Fund - Equity,1747,HRL-F74.TA
1149855,HRL.F75,IL0011498552,IL0011498552,True,Harel Sal (4D) S&P Financial,הראל סל (4D) ‏S&P Financial,הרל.ס75,ETF Fund - Equity,1747,HRL-F75.TA
1149863,HRL.F76,IL0011498636,IL0011498636,True,Harel Sal (4D) S&P Consumer Staples,הראל סל (4D) ‏S&P Consumer Staples,הרל.ס76,ETF Fund - Equity,1747,HRL-F76.TA
1149871,HRL.F77,IL0011498719,IL0011498719,True,Harel Sal (4D) STOXX Europe 600,הראל סל (4D) ‏STOXX Europe 600,הרל.ס77,ETF Fund - Equity,1747,HRL-F77.TA
1149889,HRL.F80,IL0011498891,IL0011498891,True,Harel Sal (4A) STOXX Europe 600 Euro-Hedged,הראל סל (4A) ‏STOXX Europe 600 מנוטרלת אירו,הרל.ס80,ETF Fund - Equity,1747,HRL-F80.TA
1149897,HRL.F81,IL0011498974,IL0011498974,True,Harel Sal (4A) S&P Financial Currency-Hedged,"הראל סל (4A) ‏S&P Financial מנוטרלת מט""ח",הרל.ס81,ETF Fund - Equity,1747,HRL-F81.TA
1149905,HRL.F82,IL0011499055,IL0011499055,True,Harel Sal (4A) S&P 500 Low Volatility Currency-Hedged,"הראל סל (4A) ‏S&P 500 Low Volatility מנוטרלת מט""ח",הרל.ס82,ETF Fund - Equity,1747,HRL-F82.TA
1149939,HRL.F87,IL0011499394,IL0011499394,True,Harel Sal (4D) S&P Technology,הראל סל (4D) ‏S&P Technology,הרל.ס87,ETF Fund - Equity,1747,HRL-F87.TA
1149954,MTF.F1,IL0011499543,IL0011499543,True,MTF SAL (00) Tel Gov - Shekel IL,‏MTF סל (00) תל גוב-שקלי,מטפ.ס1,ETF - Bonds,1735,MTF-F1.TA
1149962,MTF.F2,IL0011499626,IL0011499626,True,MTF SAL (00)Tel Gov - Shekel 2-5 IL,MTF סל (00) תל גוב-שקלי 2-5,מטפ.ס2,ETF - Bonds,1735,MTF-F2.TA
1149970,HRL.F95,IL0011499709,IL0011499709,True,Harel Sal (4A) S&P 500 Equal Weight Currency-Hedged,"הראל סל (4A) ‏S&P 500 Equal Weight מנוטרלת מט""ח",הרל.ס95,ETF Fund - Equity,1747,HRL-F95.TA
1149988,MTF.F3,IL0011499881,IL0011499881,True,MTF SAL (00) Tel-Bond 20 CPI-Linked IL,MTF סל (00) תל בונד 20 צמודות,מטפ.ס3,ETF - Bonds,1735,MTF-F3.TA
1149996,MTF.F4,IL0011499964,IL0011499964,True,MTF SAL (00) Tel-Bond 60 CPI-Linked IL,MTF סל (00) תל בונד 60 צמודות,מטפ.ס4,ETF - Bonds,1735,MTF-F4.TA
1150002,MTF.F5,IL0011500027,IL0011500027,True,MTF SAL (00) Tel Bond Shekel IL,MTF סל (00) תל בונד שקלי,מטפ.ס5,ETF - Bonds,1735,MTF-F5.TA
1150010,MTF.F6,IL0011500100,IL0011500100,True,MTF SAL (00) Tel Gov - CPI Linked 2-5 IL,MTF סל‏ (00) תל גוב-צמודות 2-5,מטפ.ס6,ETF - Bonds,1735,MTF-F6.TA
1150036,HRL.F96,IL0011500365,IL0011500365,True,Harel Sal (4D) S&P Energy,הראל סל (4D) ‏S&P Energy,הרל.ס96,ETF Fund - Equity,1747,HRL-F96.TA
1150051,MTF.F8,IL0011500514,IL0011500514,True,MTF SAL (00) Tel Gov - Shekel 5+ IL,MTF סל (00) תל גוב-שקלי 5+,מטפ.ס8,ETF - Bonds,1735,MTF-F8.TA
1150069,MTF.F9,IL0011500696,IL0011500696,True,MTF SAL (00) Tel Gov - CPI Linked 5-10 IL,MTF סל (00) תל גוב-צמודות 5-10,מטפ.ס9,ETF - Bonds,1735,MTF-F9.TA
1150101,MTF.F11,IL0011501017,IL0011501017,True,MTF SAL (00) Tel Bond - CPI Linked IL,MTF סל (00) תל בונד צמודות,מטפ.ס11,ETF - Bonds,1735,MTF-F11.TA
1150119,MTF.F12,IL0011501199,IL0011501199,True,MTF SAL (00)(!) Tel - Bond Yields CPI Linked IL,MTF סל (00)(!) תל - בונד תשואות צמודות,מטפ.ס12,ETF - Bonds,1735,MTF-F12.TA
1150135,MTF.F13,IL0011501355,IL0011501355,True,MTF SAL (00)(!) Tel Bond - Gobal Shekel IL,MTF סל (00)(!) תל בונד - גלובל שקלי,מטפ.ס13,ETF - Bonds,1735,MTF-F13.TA
1150168,MTF.F15,IL0011501686,IL0011501686,True,MTF SAL (00) Tel Bond Shekel 50 IL,MTF סל‏ (00) תל בונד שקלי 50,מטפ.ס15,ETF - Bonds,1735,MTF-F15.TA
1150184,MTF.F16,IL0011501843,IL0011501843,True,MTF SAL (4A) TA-35 IL,"MTF סל (4A) ת""א 35",מטפ.ס16,ETF Fund - Equity,1735,MTF-F16.TA
1150192,HRL.F204,IL0011501926,IL0011501926,True,Harel Sal (4A) ISE Cyber Security Dollar-Hedged,הראל סל (4A) ‏ISE Cyber Security מנוטרלת דולר,הרל.ס204,ETF Fund - Equity,1747,HRL-F204.TA
1150200,HRL.F205,IL0011502007,IL0011502007,True,Harel Sal (4A) MSCI AC World Dollar-Hedged,הראל סל (4A) ‏MSCI AC World מנוטרלת דולר,הרל.ס205,ETF Fund - Equity,1747,HRL-F205.TA
1150226,MTF.F31,IL0011502262,IL0011502262,True,MTF SAL (4D) STOXX Europe 600,MTF סל (STOXX Europe 600 (4D,מטפ.ס31,ETF Fund - Equity,1735,MTF-F31.TA
1150242,MTF.F33,IL0011502429,IL0011502429,True,MTF SAL (4D) RUSSELL 2000,MTF סל (RUSSELL 2000 (4D,מטפ.ס33,ETF Fund - Equity,1735,MTF-F33.TA
1150259,MTF.F17,IL0011502593,IL0011502593,True,MTF SAL (4A) TA-90 IL,"MTF סל‏ (4A) ת""א 90",מטפ.ס17,ETF Fund - Equity,1735,MTF-F17.TA
1150267,MTF.F18,IL0011502676,IL0011502676,True,MTF SAL (4A) TA Tech - Elite IL,"MTF סל‏ (4A) ת""א טק-עילית",מטפ.ס18,ETF Fund - Equity,1735,MTF-F18.TA
1150275,MTF.F34,IL0011502759,IL0011502759,True,MTF SAL (4D) MSCI Emerging Markets,MTF סל (MSCI Emerging Markets (4D,מטפ.ס34,ETF Fund - Equity,1735,MTF-F34.TA
1150283,MTF.F19,IL0011502833,IL0011502833,True,MTF SAL (4A) TA-125 IL,"MTF סל (4A) ת""א 125",מטפ.ס19,ETF Fund - Equity,1735,MTF-F19.TA
1150333,MTF.F23,IL0011503336,IL0011503336,True,MTF SAL (4D) S&P 500,MTF סל (S&P 500 (4D,מטפ.ס23,ETF Fund - Equity,1735,MTF-F23.TA
1150341,MTF.F24,IL0011503419,IL0011503419,True,MTF SAL (4D) S&P Aerospace & Defense,MTF סל (S&P Aerospace & Defense (4D,מטפ.ס24,ETF Fund - Equity,1735,MTF-F24.TA
1150358,MTF.F25,IL0011503583,IL0011503583,True,MTF SAL (4D) S&P Consumer Discretionary,MTF סל (S&P Consumer Discretionary (4D,מטפ.ס25,ETF Fund - Equity,1735,MTF-F25.TA
1150366,MTF.F26,IL0011503666,IL0011503666,True,MTF SAL (4D) S&P Consumer Staples,MTF סל (S&P Consumer Staples (4D,מטפ.ס26,ETF Fund - Equity,1735,MTF-F26.TA
1150374,HRL.F207,IL0011503740,IL0011503740,True,Harel Sal (4D) ISE Cyber Security,הראל סל (4D) ‏ISE Cyber Security,הרל.ס207,ETF Fund - Equity,1747,HRL-F207.TA
1150382,MTF.F27,IL0011503823,IL0011503823,True,MTF SAL (4D) S&P Financial,MTF סל (S&P Financial (4D,מטפ.ס27,ETF Fund - Equity,1735,MTF-F27.TA
1150390,MTF.F28,IL0011503906,IL0011503906,True,MTF SAL (4D) S&P Health Care,MTF סל (S&P Health Care (4D,מטפ.ס28,ETF Fund - Equity,1735,MTF-F28.TA
1150408,MTF.F29,IL0011504086,IL0011504086,True,MTF SAL (4D) S&P Industrial,MTF סל (S&P Industrial (4D,מטפ.ס29,ETF Fund - Equity,1735,MTF-F29.TA
1150416,MTF.F36,IL0011504169,IL0011504169,True,MTF SAL (4A) DAX Currency-Hedged,"MTF סל (DAX (4A מנוטרלת מט""ח",מטפ.ס36,ETF Fund - Equity,1735,MTF-F36.TA
1150424,MTF.F30,IL0011504243,IL0011504243,True,MTF SAL (4D) S&P Technology,MTF סל (S&P Technology (4D,מטפ.ס30,ETF Fund - Equity,1735,MTF-F30.TA
1150432,MTF.F46,IL0011504326,IL0011504326,True,MTF SAL (4A) S&P Health Care Currency-Hedged,"MTF סל (S&P Health Care (4A מנוטרלת מט""ח",מטפ.ס46,ETF Fund - Equity,1735,MTF-F46.TA
1150440,HRL.F3,IL0011504409,IL0011504409,True,Harel Sal (00) Tel Bond 20 CPI Linked IL,הראל סל (00) תל בונד 20 צמודות,הרל.ס3,ETF - Bonds,1747,HRL-F3.TA
1150457,MTF.F47,IL0011504573,IL0011504573,True,MTF SAL (4A) S&P Industrial Currency-Hedged,"MTF סל (S&P Industrial (4A מנוטרלת מט""ח",מטפ.ס47,ETF Fund - Equity,1735,MTF-F47.TA
1150473,HRL.F4,IL0011504730,IL0011504730,True,Harel Sal (00) Tel Bond 60 CPI Linked IL,הראל סל (00) תל בונד 60 צמודות,הרל.ס4,ETF - Bonds,1747,HRL-F4.TA
1150481,MTF.F48,IL0011504813,IL0011504813,True,MTF SAL (4A) S&P Technology Currency-Hedged,"MTF סל (S&P Technology (4A מנוטרלת מט""ח",מטפ.ס48,ETF Fund - Equity,1735,MTF-F48.TA
1150499,HRL.F13,IL0011504995,IL0011504995,True,Harel Sal (00) Tel Bond 40 CPI Linked IL,הראל סל (00) תל בונד 40 צמודות,הרל.ס13,ETF - Bonds,1747,HRL-F13.TA
1150507,MTF.F49,IL0011505075,IL0011505075,True,MTF SAL (4A) S&P Utilities Currency-Hedged,"MTF סל (S&P Utilities (4A מנוטרלת מט""ח",מטפ.ס49,ETF Fund - Equity,1735,MTF-F49.TA
1150523,HRL.F24,IL0011505232,IL0011505232,True,Harel Sal (00) Tel Bond - Shekel IL,הראל סל (00) תל בונד שקלי,הרל.ס24,ETF - Bonds,1747,HRL-F24.TA
1150531,MTF.F50,IL0011505315,IL0011505315,True,MTF SAL (4A) NIKKEI 225 Currency-Hedged,"MTF סל (NIKKEI 225 (4A מנוטרלת מט""ח",מטפ.ס50,ETF Fund - Equity,1735,MTF-F50.TA
1150549,MTF.F51,IL0011505497,IL0011505497,True,MTF SAL (4A) RUSSELL 2000 Currency-Hedged,"MTF סל (RUSSELL 2000 (4A מנוטרלת מט""ח",מטפ.ס51,ETF Fund - Equity,1735,MTF-F51.TA
1150564,MTF.F39,IL0011505646,IL0011505646,True,MTF SAL (4A) S&P Aerospace & Defense Currency-Hedged,"MTF סל (S&P Aerospace & Defense (4A מנוטרלת מט""ח",מטפ.ס39,ETF Fund - Equity,1735,MTF-F39.TA
1150572,MTF.F52,IL0011505729,IL0011505729,True,MTF SAL (4A) S&P 500 Currency-Hedged,"MTF סל (S&P 500 (4A מנוטרלת מט""ח",מטפ.ס52,ETF Fund - Equity,1735,MTF-F52.TA
